Tweet Datetime,text,location
2021-10-13 01:53:09,"sch! spill sepatu ptm kalian

✄・・・
🧐 Trivia: Perjanjian Giyanti: Mataram dibagi dua, yaitu Kasultanan Ngayogyakarta dan Kasunanan Surakarta",RULES & Links 👉
2021-10-13 01:52:56,@isacutepanda Deg deg an itu lagi ptm 😭,she/her
2021-10-13 01:52:52,"RT @schfess: sch! ppliiss ksksk senin kemarin hari pertama aku ptm dikasih uang saku segini, agak kaget. aku pikir buat seminggu. EH PAGI I…",xin's world
2021-10-13 01:51:47,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/sHg9EbAC4V,"Mamuju Utara, Sulawesi Barat"
2021-10-13 01:51:41,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/I8YFMzInir,"Mamuju Utara, Sulawesi Barat"
2021-10-13 01:51:32,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/uAvbTkSRJF,"Mamuju Utara, Sulawesi Barat"
2021-10-13 01:51:22,@oxhaigen Hari ini daring/ptm gak??,she/her ◍ 18
2021-10-13 01:51:19,finally surat izin ptm keluar WKWKWKKWKWK capek bgt daring jujur,AR 55 / ASIA
2021-10-13 01:51:00,"*KASASI JAKSA DITOLAK MA https://t.co/EsBLl6ZfZe
*JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tidak ajukan Kasasi.*MA menolak Kasasi JPU, shg Putusan Ttp penjara 8 bln,n itu sdh selesai dijalani oleh IB-HRS.*👉 Berdoa Terus semoga IB-HRS dkk BEBAS. di Tingkat Kasasi *Kasus RS",indonesia
2021-10-13 01:50:49,@skysbluesky ptm nih,she/her
2021-10-13 01:50:45,"@iadoyie mangatss, aku ptm",
2021-10-13 01:50:39,"gue belajar dulu yakk, lagi ptm ini hehehe",she/her
2021-10-13 01:50:33,"@tenlegf anjayyyyyyyyyy semangat siss, cie day 1 ptm",rant
2021-10-13 01:50:19,@ltsuuki KAMU MAU PTM KAH?????,deez nuts
2021-10-13 01:50:15,"Bhabinkamtias Monitoring Pelaksanaan PTM di MA Maulana Pegayaman

Bhabinkamtibmas Desa Pegayaman Aiptu Ketut Sukra Astawa Bersama Babinsa Monitoring Pelaksanaan Pembelajaran Tatap Muka ( PTM ) secara terbatas di MA Maulana Desa Pegayaman Kec. Sukasada. Rabu 13/10/2021. https://t.co/sYXrrPy4o2",
2021-10-13 01:49:45,@chandelula UDAH PTM HEHEHE,she/her ('07)
2021-10-13 01:49:44,SAYA PTM SETELAH 2TAHUN NGANGGUR. YEAY! https://t.co/xu6wSBaTkb,"Jakarta Utara, DKI Jakarta"
2021-10-13 01:49:23,@peanutbutterff ptm kalo ada temen,FA - pls bub if u feel uncomfy
2021-10-13 01:49:13,"RT @dyahNeZza: Fraksi PAN Minta Pemerintah Berikan Perhatian Khusus terhadap Pelaksanaan PTM Terbatas. 
@Official_PAN
@salehdaulay
@PAN_Ber…",Jakarta Capital Region
2021-10-13 01:49:09,"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19
Vaksin Lindungi Indonesia https://t.co/Ml3p86X26a","Sulawesi Barat, Indonesia"
2021-10-13 01:49:03,"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19
Vaksin Lindungi Indonesia https://t.co/1gwRTrPfxS","Sulawesi Barat, Indonesia"
2021-10-13 01:48:55,"RT @thestudyneeds: ✨ HAND SANITIZER FOR WFO/PTM STARTER PACK ✨

Referensi hand sanitizer buat yang mulai work from office dan sekolah tatap…","Jakarta Selatan, DKI Jakarta"
2021-10-13 01:48:45,"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19
Vaksin Lindungi Indonesia https://t.co/6qtpi9ZvMj","Sulawesi Barat, Indonesia"
2021-10-13 01:48:41,Pagi2 ku di wa sama anak2 sekolah yg ptm nanya jawaban,Biji bunga matahari
2021-10-13 01:48:35,"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19
Vaksin Lindungi Indonesia https://t.co/PV3F7dfkxc","Polewali Mandar, Sulawesi Bara"
2021-10-13 01:48:27,"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19
Vaksin Lindungi Indonesia https://t.co/4QM9bZD0x7","Polewali Mandar, Sulawesi Bara"
2021-10-13 01:48:21,"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19
Vaksin Lindungi Indonesia https://t.co/sqtNXJHL3z","Polewali Mandar, Sulawesi Bara"
2021-10-13 01:47:57,"stress jam segini belom tidu, padahal besok ptm, pulangnya nglatih.

hadeh",
2021-10-13 01:47:50,@hgrenjn masih PTM😭👍,she/her
2021-10-13 01:47:43,ptm sampe siang tp gaada istirahat https://t.co/2Z7ltRSfn0,she/her - 05L
2021-10-13 01:47:41,@wakasaxhi Hari ini daring/ptm gak?,she/her ◍ 18
2021-10-13 01:47:40,"RT @is_pelssy: Cepat berlalu deh badai ini..!!

ketua fraksi @Official_PAN
sudah saatnya pelaksanaan testing diarahkan ke sekolah² dan perg…",Jakarta Capital Region
2021-10-13 01:47:27,@khnajjh @alfrnsjj @joyuri_official kita ga jdi ptm otomatis ga ketemu hahahahha @yyourfavgirl kasian bgt kmu sendiri AHHAHAA,
2021-10-13 01:47:26,"Friend, kalo PTM di sekolah kalian jumlah murid satu kelas itu full atau Cmn setengah?",somewhere on earth
2021-10-13 01:47:24,@pixkacuw PENGEN PTM AJAA,
2021-10-13 01:47:20,"RT @dyahNeZza: Fraksi PAN Minta Pemerintah Berikan Perhatian Khusus terhadap Pelaksanaan PTM Terbatas. 
@Official_PAN
@salehdaulay
@PAN_Ber…",Dunia Fana
2021-10-13 01:47:18,"Hai every1, hari pertama ptm yippieee👍👍👍 https://t.co/ncO36tu4Qb",
2021-10-13 01:47:15,"@rumahplanet morning, lagi ptm nih",rumah saya 🇮🇩
2021-10-13 01:46:56,HEH LUPAA jam 10 ptm😭😭😭,neocity
2021-10-13 01:46:46,"RT @schfess: sch! ppliiss ksksk senin kemarin hari pertama aku ptm dikasih uang saku segini, agak kaget. aku pikir buat seminggu. EH PAGI I…",dirumah
2021-10-13 01:46:44,@kembalipuIang Ptm tu apa ya ka,Bintaro
2021-10-13 01:46:36,ptm ngantuk bgt,"she/her, 17"
2021-10-13 01:46:24,"RT @is_pelssy: Cepat berlalu deh badai ini..!!

ketua fraksi @Official_PAN
sudah saatnya pelaksanaan testing diarahkan ke sekolah² dan perg…","Lampung, Indonesia"
2021-10-13 01:46:21,@rundomtivity Udh di botakin soalnya udh ptm,
2021-10-13 01:46:15,@jenocard ptm sambil scroll tw,chanyeol 
2021-10-13 01:46:12,ptm ke 2,Indonesia
2021-10-13 01:46:08,@bertanyarl Jangan gitu nder.. aku lagi ptm terus soalnya mudah...,
2021-10-13 01:46:08,"Fraksi PAN Minta Pemerintah Berikan Perhatian Khusus terhadap Pelaksanaan PTM Terbatas. 
@Official_PAN
@salehdaulay
@PAN_Bergerak https://t.co/91G3l7vPoX","Lampung, Indonesia"
2021-10-13 01:45:37,"pas waktu gue masuk ptm di skolah pelajarannya pada serem bikin ngelus dada, giliran gue bolos skolah ikut dirumah, pelajarannya enak anjir pada jamkos 😭",she/her '04
2021-10-13 01:45:29,aaa senang skli ptm selanjutnya udah 50 persen,she/her
2021-10-13 01:45:15,"udh mayan lega hari ini daring, ehh ternyata ulangan mtk nya diundur jdi pas ptm😭😭😭",she/her • 17 
2021-10-13 01:45:08,haii ♡ teman teman yang pagi ini daring atau ptm semangat yaa . . kelas jam pertamaku kosong 🥰,she ♡ her
2021-10-13 01:45:06,@mrkleeyns ptm jugaa,
2021-10-13 01:44:51,"RT @is_pelssy: Cepat berlalu deh badai ini..!!

ketua fraksi @Official_PAN
sudah saatnya pelaksanaan testing diarahkan ke sekolah² dan perg…",Dunia Fana
2021-10-13 01:44:42,Wkwkwk ptm,
2021-10-13 01:44:35,aku bolos PTM HAHAHAHAHAH YA ALLAH,𝘀𝗵𝗲/𝗵𝗲𝗿
2021-10-13 01:43:58,"@mashihoca hari ini gaada, tp besok ptm lagi",asahi's heart
2021-10-13 01:43:46,@NAJAEMIN_NCTSM benarrr kan tujuan maw ptm ktmu tmn sksksk,winwin's heart ♡
2021-10-13 01:43:45,@senjupriority Hari ini daring/ptm gak??,she/her ◍ 18
2021-10-13 01:43:44,good morning!! hari ini ptm pertamaku ksjsk degdegan dikit,
2021-10-13 01:43:44,"sch! kalian yg sekelas ga sampe 30 murid ptm nya dibagi 2 atau langsung semua?

✄・・・
🧐 Trivia: Sila pertama pada Pancasila awalnya berisi Ketuhanan dengan kewajiban menjalankan syariat Islam bagi pemeluk-pemeluknya",RULES & Links 👉
2021-10-13 01:42:56,@urmemoriesss lah blum ptm?,
2021-10-13 01:42:30,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/CxIGjqyGT6,"Mamuju Utara, Sulawesi Barat"
2021-10-13 01:42:21,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/ep05sJK1IJ,"Mamuju Utara, Sulawesi Barat"
2021-10-13 01:42:07,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/BwVbJ9Mr0C,"Mamuju Utara, Sulawesi Barat"
2021-10-13 01:42:00,GA SIAP PTM,
2021-10-13 01:41:58,"@mmogugu AKU LAGI PTM KAK KEY, KASIH SEMANGAT DONG",she/her (+62)
2021-10-13 01:41:26,"@seishinsu Semangat, I am also like that when ptm dimulai","Minor—if u know me irl, DNF!! "
2021-10-13 01:41:13,BAHKAN GUE PTM CUMA DUA JAM PUN RASANYA LAMA BANGETTTT,haechanland
2021-10-13 01:40:50,"RT @schfess: sch! liat sender ptm nya ditemenin siapa, buat yg udah ptm semangat yaaa, btw liat tas kalian dong temen2 hehehe ｡◕‿◕｡ https:/…",
2021-10-13 01:40:29,HAHAHAAHHA PTM TPI GUA DIPULANGIN BYE PARTY DULU,— N C I T —
2021-10-13 01:40:18,@322O0 ptm ya,
2021-10-13 01:40:15,@schfess AKU PTM MALAH GA DIKASI DUIT JAJAN .......,she/her 
2021-10-13 01:40:05,"kalian yg udh ptm, pke sunscreen apa?",
2021-10-13 01:40:04,Babayyy gw mau ke sekolahh buat ptm👋🏻 Jadi gak jbjb dlu yaa,She/her🌸
2021-10-13 01:39:57,"@sparky_crvt omonaaa u too jejee, siapp. semangat ptm nya brokk",read carrd byf 
2021-10-13 01:39:55,abis pts sekolah gue ptm juga ga ya,05 • she/her
2021-10-13 01:39:50,"Cepat berlalu deh badai ini..!!

ketua fraksi @Official_PAN
sudah saatnya pelaksanaan testing diarahkan ke sekolah² dan perguruan tinggi untuk mendukung pelaksanaan PTM,
Guna mengurangi beban orangtua  untuk memeriksakan anaknya tes Covid-19 sebelum PTM
https://t.co/nFFCugFFB0",Indonesia
2021-10-13 01:39:45,@jaeflykoo asik ya udh ptm.....,05 • she/her
2021-10-13 01:39:42,curang anying padahal pas ptm kemarin udah pelajarannya,rant
2021-10-13 01:39:34,Klian ptm atau offline??,she/her
2021-10-13 01:39:28,bulan depan ptm:(,she/her
2021-10-13 01:39:17,"@schfess gue takut sm mtk, kebetulan pas ptm kemarin mtk itu jadwal pertama dan gue lgsg deg degan ga berenti, pas selesai pelajarannya baru aga lega",stan ateez
2021-10-13 01:39:09,Kan kalo ptm gini ni ketauan siapa yg geng2 an dan buat grup sendiri 🤡,"Surakarta, Jawa Tengah"
2021-10-13 01:39:07,Lah apaan anjir besok udh mulai ptm? ISHHH GAMAUUU T_____T,busy street
2021-10-13 01:38:45,ptm ngantuk,𝙨𝙩𝙖𝙮 𝙠𝙞𝙣𝙜𝙙𝙤𝙢▪︎03l
2021-10-13 01:38:05,RT @res_lantas: Kanit Kamsel Sat Lantas Polres Buleleng bersama anggota mengunjungi SD Negeri 1 Banjar Jawa Singaraja yang melaksanakan PTM…,
2021-10-13 01:37:50,hari ini kelasku setengah ada yg ptm,she/her
2021-10-13 01:37:49,"@sugusathoru Gw sih blm ptm,jadi sans ae bisa sambil rebahan😎",Isekai she/they
2021-10-13 01:37:44,"kenapa kalo daring rasanya hari jumat cepet banget datengnya, giliran pas ptm berasa lama pol",haechanland
2021-10-13 01:37:13,"RT @schfess: sch! liat sender ptm nya ditemenin siapa, buat yg udah ptm semangat yaaa, btw liat tas kalian dong temen2 hehehe ｡◕‿◕｡ https:/…",
2021-10-13 01:36:57,moots kalian udah ptm?,talk a lot abt badminton
2021-10-13 01:36:48,"RT @syaaastudd: Haloo, back to my progress. Hari ini aku ptm, alhamdulillah masih bisa belajar lagii. Stay healthy be happy, have a nice dr…",
2021-10-13 01:36:46,kalian udh ptm blm?,she/her – 16 – +62
2021-10-13 01:36:42,gurunya jadi lebih fokus ama yg ptm anjr ini yang di zoom jadi gatau apa apa,akun misuh - gausa kepo 
2021-10-13 01:36:37,ptm nie bosth,› 🇮🇩 — second years of jhs 
2021-10-13 01:36:30,hlohh yh w sdng ptm https://t.co/vNhn5vBv0U,"Depok, Indonesia"
2021-10-13 01:36:11,apa yang harus kamu lakukan jika maag mu kambuh dan kamu ada kelas ptm,she/her
2021-10-13 01:35:59,@kin_maya5 anak sekolah ya may... 😂 udah ptm ya... 😂,INDONESIA
2021-10-13 01:35:58,ptm gjelas bgt 😩,"staytiny , 8"
2021-10-13 01:35:57,"@vanteproduction JUMAT PTM, SABTU UJIAN MAU NANGIS",
2021-10-13 01:35:45,"Kanit Kamsel Sat Lantas Polres Buleleng bersama anggota mengunjungi SD Negeri 1 Banjar Jawa Singaraja yang melaksanakan PTM 
 
Kami melaksanakan pemantauan kegiatan pemberlajaran tatap muka dengan menghimbau kepada seluruh siswa - siswi yang melaksanakan PTM https://t.co/0sWAgINB3U","Buleleng, Indonesia"
2021-10-13 01:35:44,sampe desember aja plisss online takut bgt ptm,"New York, USA"
2021-10-13 01:35:05,belum ptm 😃 https://t.co/laowR07Kg3,"esfj | eng, idn, chn"
2021-10-13 01:34:50,mulai hari ini aku ptm😩😩,O3
2021-10-13 01:34:43,@lylacblue_ Ptm nya berapa kali seminggu?,
2021-10-13 01:34:38,pengen ptm deh,
2021-10-13 01:34:36,"Gabut banget ptm ga ngapa ngapain, mana kelasnya panas banget ga ada kipas.",Indonesia
2021-10-13 01:34:12,"Yah PTM lagi, ga bisa streaming dong😩
Nanti streaming pas pulang. Tenang para bujangku",하이베💜
2021-10-13 01:33:58,"RT @schfess: sch! liat sender ptm nya ditemenin siapa, buat yg udah ptm semangat yaaa, btw liat tas kalian dong temen2 hehehe ｡◕‿◕｡ https:/…",she / her : : O3's🥢. 
2021-10-13 01:33:43,"@dikagetinn IJATTT KEMANA AJA HUHU, MINGGU INI UDAH PTM TAPI AKU MINGDEP BARU DAPET GILIRAN PTM",she/her
2021-10-13 01:33:42,"Babinsa Koramil 22/Ayah Serma Suwartono melakukan kegiatan pemantauan pelaksanaan Pembelajaran Tatap Muka (PTM) sekaligus sosialisasi dan evaluasi Prokes MI Muhammadiyah Desa Demangsari, Kecamatan Ayah, Kabupaten Ayah. https://t.co/oKlkcajaCw","Panjer,Kebumen"
2021-10-13 01:33:34,"Ya allah badan gue remuk, cape banget ptm ternyata",Kalo ada apa apa dm aja gapapa
2021-10-13 01:33:31,Adui tak record lagi video utk tugasan 4 PTM ni. Malehnya,Sg. Buloh
2021-10-13 01:33:24,@toolshme hari ini ptm/pjj?,she/her-selective-
2021-10-13 01:33:22,@kimdobbyy_ oalah jam 10 semangat ya kimdob sekolah nyaa! jangan bolos lah lagi ptm 🤩,he/him 
2021-10-13 01:33:16,blm ptm https://t.co/pjYtCDZT1o,
2021-10-13 01:33:09,@softestnai kmu psti ptm kn," ↻ ⸙ 𝙣𝙘𝙩 + 𝙬𝙖𝙮𝙫 , ⁿ²³"
2021-10-13 01:32:45,lagi daring / ptm?,
2021-10-13 01:32:31,Tetap harus smile walau ptm https://t.co/LexMM1xef9,ravenclaw common room
2021-10-13 01:31:52,@xinceritys SEMANGAAT NAYY PTM NYAA,study account — 4teen
2021-10-13 01:31:31,"dilemma bgt , pgn masuk ptm tapi ntar pasti disuru potong rambut:(",
2021-10-13 01:31:25,@sstarjelly ptm sehari doang lo?,#ddentothebone
2021-10-13 01:31:21,Danramil 19/ Kuwarasan Kapten Inf Nuraharkanca menerjunkan personel Babinsanya lakukan monitoring penerapan protokol kesehatan (Protkes) pada pelaksanaan pembelajaran tatap muka (PTM) di sekolah sekolah di wilayah Kecamatan Kuwarasan Kabupaten Kebumen. https://t.co/zDmtwhVLmW,"Panjer,Kebumen"
2021-10-13 01:31:17,"@beqi05 Halo, ptm beb",she/her 
2021-10-13 01:31:09,@skiescoffee_ hari ini ptm/pjj?,she/her-selective-
2021-10-13 01:31:06,@bilaakym Hari ini daring/ptm gak?,she/her ◍ 18
2021-10-13 01:31:02,owaw gue ptm mulai januari :D,k.a
2021-10-13 01:30:44,"@schfess udah, ini lagi ptm",she/her
2021-10-13 01:30:40,hari ini daring or ptm,neocity
2021-10-13 01:30:30,aku lg PTM dong :),kinda selective
2021-10-13 01:30:20,"Hi all, gw dah jarang on di sini deh wkwk. Gw udh mulai ptm nih :')",ravenclaw common room
2021-10-13 01:30:20,@heyncttrsr yeay semangat ptm!!,
2021-10-13 01:30:13,PTM percobaan dimulai bulan depan males banget ga berani ketemu sama temen😭,
2021-10-13 01:30:10,"@jeongwoolvy aku masuknya besok sih, tapi udah kebayangan ngantuk, soalnya kemaren2 pas ptm malah nahah ngantuk bukannya dengerin pelajarannya😭😭😭😭😭","she/her, 04’"
2021-10-13 01:30:08,Wali Kota Balikpapan Tinjau Hari Pertama PTM - Kaltim Post https://t.co/BRiTuAmFrk https://t.co/VmyyRRM6zt,Kota Balikpapan
2021-10-13 01:30:04,ini yg msuk ptm kok dikit bgt etdah https://t.co/OvNBUjjGrQ,was yuuzthna
2021-10-13 01:29:42,"@S_AshelJKT48 Gatau cel , masi pusing PTM","Klaten, Jawa Tengah"
2021-10-13 01:29:27,"@juhaknyeonsz ptm, tapi lagi daring",she / her
2021-10-13 01:29:00,W hari ini ptm,uji's
2021-10-13 01:28:56,aku lg ptm,
2021-10-13 01:28:52,"@convomf pjj, mingdep ptm",Eclipse
2021-10-13 01:28:50,adek ku ptm rusuh banget sw nya malah curhat🤮😭 https://t.co/qtWoryMF98,she─ her
2021-10-13 01:28:29,"Babinsa Koramil 03/Sempor Kodim 0709/Kebumen Sertu Suratin memantau kegiatan Pembelajaran Tatap Muka (PTM) yang berlangsung di Selokah Dasar Negeri 1 Sidoharum, Desa Sidoharum, Kecamatan Sempor Kabupaten Kebumen. https://t.co/4Jn6cxdEZ7","Panjer,Kebumen"
2021-10-13 01:28:16,@bertanyarl Minggu depan PTM nya,Lagi di Kwangya
2021-10-13 01:27:58,jimin jgn live dlu ya.ak masih ptm😞 https://t.co/KzswY7ManE,kalium x torium
2021-10-13 01:27:30,PTM enakk gasiee,winwin's heart ♡
2021-10-13 01:27:12,Join PTM or ANP https://t.co/nj7d8L1eAD,
2021-10-13 01:27:04,kalian daring/ptm?,
2021-10-13 01:27:03,"@potilovdaegal maaci, km daring/ptm?",she/her
2021-10-13 01:27:02,@neeolshh Morning ran! Mangats ptm nya🤩,He/Him
2021-10-13 01:26:55,yg lain ptm+ldk yaallah berasa privat🥲 https://t.co/X5tsCJJmTy,17 ' sh/her
2021-10-13 01:26:51,"@WYZOYADDICT ME TDK BS, LAGI PTM😪😪😪",
2021-10-13 01:26:34,kenapa gue jadi males ptm anjir😭😭😭😭,"she/her, 04’"
2021-10-13 01:26:27,mls ptm lgi ulangan mapel mtk dah w pasrah,solo stan.
2021-10-13 01:26:18,@koutarroo Hari ini daring/ptm gak?,she/her ◍ 18
2021-10-13 01:26:12,"guru mtk gw killer, untung gw ga kebagian ptm hari ini🥲",read carrd byf !
2021-10-13 01:25:49,"PLS GW PTM KESEKOLAH CMN DUA ORG YG MASUK,,😁😁😁",rant
2021-10-13 01:25:44,"@schfess Belom ptm tapi pas sma dulu cuma buku tulis 4 biji ama buku paket terus pulpen, udah itu aja",negara depok
2021-10-13 01:25:36,"RT @e100ss: DPR Dorong Pemerintah Beri Perhatian Khusus pada PTM Sekolah dan Perguruan Tinggi
https://t.co/KvsN0hF1B0",
2021-10-13 01:25:19,"DPR Dorong Pemerintah Beri Perhatian Khusus pada PTM Sekolah dan Perguruan Tinggi
https://t.co/KvsN0hF1B0","Kota Surabaya, Jawa Timur"
2021-10-13 01:25:14,@ggeukkkim semoga cepet ptm ya!,𝒗𝒂𝒏𝒕𝒆 🎨  —  06'z
2021-10-13 01:25:06,kalian masih daring atau udah ptm?,
2021-10-13 01:25:03,Tanyarl kenapa sender tiap mau PJJ apa ga PTM pasti mules mendadak si aduh 😭😭😭😭,Indonesia
2021-10-13 01:24:47,"Kalian yang PTM, aku jadi ingin 😔 Tapi aku menolak kemarin 🥺",Sukanya Doyoung./ Jeno.
2021-10-13 01:24:14,"RT @thestudyneeds: ✨ HAND SANITIZER FOR WFO/PTM STARTER PACK ✨

Referensi hand sanitizer buat yang mulai work from office dan sekolah tatap…","karawang,indonesia"
2021-10-13 01:24:08,@schfess yay ak jg ptm bawa temen,kwangya 
2021-10-13 01:23:58,@oikycore Hari ini daring/ptm??,she/her ◍ 18
2021-10-13 01:23:54,@amouranous ga ptm/daring?,
2021-10-13 01:23:46,@18you_i omg ptm itu adlh musuh,る stuck with jisung
2021-10-13 01:23:12,ih udh ptm aja,Toshi's hug
2021-10-13 01:22:44,BENTAR LAGI PTM HIKSROT,"New Orleans, LA"
2021-10-13 01:22:21,"@bertanyarl ptm, masuk jam 7",·˚ ༘ she/her ·˚✩
2021-10-13 01:22:08,@do0njunxna enak gk ptm,any pronouns. homophobic dni.
2021-10-13 01:21:51,Babinsa Koramil 17 Adimulyo Kodim 0709/Kebumen  mendatangi SD Negeri 1 Tambaharjo untuk monitoring Protokol Kesehatan pelaksanaan Pembelajaran Tatap Muka (PTM)  sekolah secara  daring dan Pembelajaran Tatap Muka 50% yang dilaksanakan di sekolah. https://t.co/FzZprQWxk9,"Panjer,Kebumen"
2021-10-13 01:21:38,agy ptm tp gabut,
2021-10-13 01:21:26,udah ptm belom?,"𓆩 ♡ 𓆪 ─ 𝗯𝗮𝗻𝗴 · 𝘆𝗲𝗱𝗮𝗺  𓂃 angel
ʚ 방 ─ 2002! 💭 seoul ♥︎ 예담  ᤳ﹅
방⠀ : ⠀예딤 ⠀ᨒ⠀   kyle⠀ ! ⠀(੭ˊᵕˋ)੭
،⠀ 예담⠀🌾⠀best boy / 𝗰𝗲𝗹𝗲𝘀𝘁𝗶𝗮𝗹 · ⎙"
2021-10-13 01:21:24,"ga, sekolah gue kena sanksi gaboleh PTM :) https://t.co/zZf2L4WYTO","  ❥ she / her - ! 

 
૮꒰˵• ᵜ •˵꒱ა"
2021-10-13 01:21:10,"@bertanyarl ngga,uda ptm jumat kemarin",she/her
2021-10-13 01:21:08,@bertanyarl lagi ptm,she/her - anikpop 
2021-10-13 01:21:06,"@watermarklly ptm, hbu?",she/her
2021-10-13 01:21:01,@soesflaa apaan sih kok gue nggak au ah gue mau ptm aja,rant (main acc dnf)
2021-10-13 01:21:01,"@bertanyarl sekolah, nih gi PTM",
2021-10-13 01:20:59,"@bertanyarl Ptm dongg, masuk jam 7.30",she/her 
2021-10-13 01:20:54,besok ptm tapi males bgt🥲,
2021-10-13 01:20:47,sinii yg mau cv sebelum ptm niee,she/her 04
2021-10-13 01:20:40,@zeandyx Aahh enk bgt udh bisa ptm,she/her 🖇BTSPOPERS
2021-10-13 01:20:37,@bertanyarl Gk jd ptm,Kampung Durian Runtuh no. 14
2021-10-13 01:20:30,"selamat pagi, semangat ptm pjok",
2021-10-13 01:20:03,HAI HARI INI AKU PTM,★̲៸៸ she/her Ꮺ ֶָ⋆
2021-10-13 01:20:02,"@stepaneple aku juga udh ptm beb, besok aku berangkat ptm😭",
2021-10-13 01:20:00,"tanyarl, hari ini ptm gk gais, kl iya masuk jam berapa",Indonesia
2021-10-13 01:19:51,kirain disuruh ptm.. https://t.co/FI74Gw7yv1,rant : she/kitten 
2021-10-13 01:19:51,Kota Bogor rencana uji coba PTM SD pada pekan ketiga Oktober - ANTARA News Jawa Barat https://t.co/vTOYsBTIhp,Indonesia
2021-10-13 01:19:48,luckily dapet jatah ptm fisika 🙏🏻😬,
2021-10-13 01:19:46,"@luminejkt lho nggak, pdhl mksd ku cie ptm cari cowo dong",911
2021-10-13 01:19:45,PENGEN PTM TAPI G MAU DIPISAH,anak ny taynew
2021-10-13 01:19:36,Babinsa Koramil 20/Buayan Serda Diki Irianto bersama dinas instansi terkait selalu memberikan pengawasan dan monitoring kegiatan di masa pandemi guna kelancaran dan memastikan prosedur protkol kesehatan selalu dilaksanakan dalam setiap kegiatan PTM. https://t.co/Z9La7VUd4K,"Panjer,Kebumen"
2021-10-13 01:19:35,Genshin ptm ya acaba,
2021-10-13 01:19:26,bolos boleh gasih males ptm👎👎,bird
2021-10-13 01:19:20,anjir berarti gue harus ninggiin badan karna mau ptm,
2021-10-13 01:19:06,@paincaker Kamu udah ptm belum?,
2021-10-13 01:18:59,"@schfess Pada diem-dieman padahal kalau dichat pada bawel : ), digrup kelas akrab pas ketemu PTM pada diem...",Mi casa  ִ ࣪𖤐  — あなたと一緒にイマは豊か
2021-10-13 01:18:51,"Apaansi sekolah gw maksa bgt PTM, gw udh bikin surat pernyataan kagak di izinin PTM TTD ortu+materai lengkap

Masih aje di sindir² Halah babik","Jakarta Selatan, DKI Jakarta"
2021-10-13 01:18:44,@ppaarkjiminssi msi daring ato udh ptm?? jgn skip sarapan ya!! semangat buat hari ini 💗💗 &lt;3,𝒗𝒂𝒏𝒕𝒆 🎨  —  06'z
2021-10-13 01:18:41,Wtp gue ptm dong,
2021-10-13 01:18:38,@bluebeerryx msi daring ato udh ptm?? jgn skip sarapan ya!! semangat buat hari ini 💗💗 &lt;3,𝒗𝒂𝒏𝒕𝒆 🎨  —  06'z
2021-10-13 01:18:34,"@convomf dapetnya ""anak anak hari ini jadwal ptm sesi kedua""",". . . ★ % `JiYA—PAGE ラブゾーン 🥽
ファン # DREMíES —SHE/HER ?! `🧸 
🌯˖ 含む mcitY && nadOng . . . —☆
˖♡🦸 MiNOR, selective! `こんにちは 🛹"
2021-10-13 01:18:33,oiyaa besok ptm lagii😁😁,akun misuh - gausa kepo 
2021-10-13 01:18:33,@itsafiiiii msi daring ato udh ptm?? jgn skip sarapan ya!! semangat buat hari ini 💗💗 &lt;3,𝒗𝒂𝒏𝒕𝒆 🎨  —  06'z
2021-10-13 01:18:33,@lylacblue_ Libur ptm gw besok gantian hahaha 🙂,
2021-10-13 01:18:30,@chijllax kamu udah ptm??,she/her 04L
