Tweet Datetime,text,location
2021-10-11 23:04:02,@leetaeyokng daring 😞 tp skrg udh ptm,fangirl harder.
2021-10-11 23:03:54,"Sksksks gua males ptm 😭😭😭
Pen meliburkan diri tapi pts 😔👎",03:10:21 riki update!! 
2021-10-11 23:03:50,"@dusundua @B3n1n9_17 @HaraMondji @PLUMBER822 @new_plumber822 @AdankDoank @RhomiNur @YP_1727 Apahan PTM ?
🙄

DUH KUDET nih
🤦‍♂️🤦‍♂️","Chigorodó, Colombia"
2021-10-11 23:03:45,"morning all,semangat semua nya aku hari ni ptm sampe jam 2 soalnya mau pendalaman materi,heuh kemaren melalahkan hari ini juga melelahkan 😞😞😞😞 tp gaoaoa 🤨💪💪💪💪",
2021-10-11 23:03:21,Hr ni mulai ptm fullday 😁💪,Homophobic dni. 
2021-10-11 23:02:38,"@stxberry16 pagiii, sudah ptm dong",1117
2021-10-11 23:02:36,"@tterflyx owkey, btw daring/ptm?",she/her
2021-10-11 23:02:29,Wihh udah banyak juga yaa yg ptm 😍😍,she/her
2021-10-11 23:02:13,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 23:02:01,HARI INI PTM 😄😣💟🤚🏻,"Yogyakarta, Indonesia"
2021-10-11 23:01:54,"@hoonxyqite Another anak rajin, hari ini masih daring apa udah ptm vi?",she / they
2021-10-11 23:01:52,@membwacot ptm kack 😁,
2021-10-11 23:01:42,"pagi semuanya, kalian ptm apa daring ni?",she/her
2021-10-11 23:01:40,yey ptm,"vaa, free tag."
2021-10-11 23:01:39,@sweetgyuya OH YAAMPUN INI ADIKKU BR DI TANYA DARING IBUKU DARING DEK? PTM KATANYA WKWKKWK,
2021-10-11 23:01:38,"hari ini ptm desain grafis, ok smgt buat mental ku ☠️",mau aja disuruh
2021-10-11 23:01:36,"smp berharap PTM, pas SMA red flag🚩",🗒 ❛Jakarta♡¸.•*'
2021-10-11 23:01:18,"@uwonkitty Jiah anak rajin, masih daring apa udah ptm nih?",she / they
2021-10-11 23:01:08,"MALEEESSS BGT PTM, apa gw bolos sekali aja ya 😴😴😴😴",neutral terms
2021-10-11 23:00:50,PTM dulu😫✊🏻✊🏻,SHE/HER — 5TEEN ✦ 
2021-10-11 23:00:44,@_la_mar_ptm mwah mwah,todo mal 
2021-10-11 23:00:36,"Ay, puse ptm haizjsjjshs",
2021-10-11 23:00:25,"@ljhenthu pagiii, u mau ptm kan? MANGATSSS",she/her '06
2021-10-11 23:00:10,@ISHIGAMlSENKUU BIAR SEMANGAT SAY. HAVE A NICE DAY. SEMANGAT MENJALANI HARI JANGAN LUPA SARAPAN SEBELUM PTM YAAA 🔥❤🔥❤🔥❤🔥,
2021-10-11 23:00:10,sy bru bngun aaaaa kesiangan hri ini ptm,
2021-10-11 23:00:02,ptm anjj males dah,bangtan.♡
2021-10-11 22:59:56,degdegan bangetttt aaaaakk akhirnya ptm,she/her carat only
2021-10-11 22:59:39,@sungndit loe udah ptm dirr,♡ೃ࿐ SHE/HER ⿻ O4' # JUNGWON ST
2021-10-11 22:58:43,"@lucashuanggg Iya dingin bgt, tp aks ptm. Ga mandi gapapa yah",jauhi narkoba dekati aku saja
2021-10-11 22:58:16,besok ptm,she/her '04 || bacot bgt
2021-10-11 22:58:06,"sesuka hati dia bikin jadwal, ngasih jadwal hari ini jam 3 subuh suruh masuk mendadak, gaboleh keluar kelas selama ptm, gila! https://t.co/uoD47WH2Oi","Kebon Jeruk, Indonesia"
2021-10-11 22:58:02,@B_dzoel @B3n1n9_17 @HaraMondji @PLUMBER822 @new_plumber822 @AdankDoank @RhomiNur @YP_1727 Harus PTM dah....🏃‍♀️🏃‍♀️🏃‍♀️,
2021-10-11 22:57:54,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 22:56:44,ptm day two,
2021-10-11 22:56:43,"@bobaxygurl @convomf Ohhh, semangat yg ptm",614 • cons
2021-10-11 22:56:29,"RT @FKadrun: *KASASI JAKSA DITOLAK MA ‼️*

https://t.co/avVhUDH2Yu

*JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tidak ajukan Kasasi.*…",Indonesia
2021-10-11 22:56:14,"deg deg an banget, soalnya ini hari pertama ptm + aku ke luar kota sendirian :') https://t.co/N2JAKfGmKE","she/her, 05"
2021-10-11 22:56:11,Aku ptm hari ini tp td bangun kayak msh ngantuk gt😭😭 bikin mager aja🥲,sʜᴇ/ʜᴇʀ
2021-10-11 22:56:06,Pemerintah Kabupaten Wonogiri memperbolehkan sekolah di bumi gaplek menggelar pembelajaran tatap muka secara terbatas. https://t.co/MtHVW5PoKo,Jakarta
2021-10-11 22:55:46,"@blueyecs Widiii rajin amat yanc, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:55:44,@convomf Ptm apaan sih?,614 • cons
2021-10-11 22:55:37,pagiz kalian hari ini PTM ga?,taehyung
2021-10-11 22:55:33,"@hoonliadta Jiakhh rajin amat yanc, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:55:27,@cherryyxuxi Besok mulai ptm,
2021-10-11 22:55:23,"@scnghuney Buset rajin amat yanc, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:55:23,"wml ini ptm pertama aku setelah linjur 😔 anw, have a nice day smuaa &lt;3",she/her.
2021-10-11 22:55:13,"@tywonnie12_01 Widii rajin amat yanc, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:55:09,"@forheejakehoon Widii rajin amat yanc, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:54:40,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Jakarta
2021-10-11 22:54:23,@convomfs pernahh!! kemaren ptm AAHAHAHAHAHA soalnya malemnya udah mandii jadi males mandi lagi dingin t___t,hamburg
2021-10-11 22:54:02,@slvtherinss pagii ana!! semangat ptm nya!!!,she/they
2021-10-11 22:54:01,"PAGIII, AK PTM SKSKSK HARI INIII",perthsaint
2021-10-11 22:53:57,"Hari ni pertama ptm, semangatt!💪💪",'love exo♡'── 
2021-10-11 22:53:42,ptm mapel sunda ckckck semoga cuma disuruh baca materi sjh😁😁😁😁💪🏻💪🏻💪🏻,she/her · 07즈
2021-10-11 22:53:38,"💙 halo hari ini aku ptm, tp bingung mau pke ciput atau engga. kalo ngga pake keliatan rambut, kalo pake ganyaman.. sarannya dong hehrhe wahyu!",
2021-10-11 22:53:34,"kok udah jam segini aja yaallah, aku malas ptm",she/her | kinda harshwords
2021-10-11 22:53:26,pagii hari ini ak ptm gais 😓,"⟠ .࣪ Sheffield, England"
2021-10-11 22:53:22,@cherryyxuxi lagi ga ptm,
2021-10-11 22:53:18,"gasiap ptm, gasiap bgt tolong",she/her 06l
2021-10-11 22:53:18,besok aku ptm hahaha,
2021-10-11 22:53:16,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",jakarta selatan
2021-10-11 22:53:07,"sumpah penasaran banget, kalo ada yg tau kasih tau dong, susah kalo misheard ginini😭 duh mana bentar lagi pts kimia ptm😭 https://t.co/k1dPTmkLqh",she/her
2021-10-11 22:52:51,"Cie cie ptm

Aslina mah capek gais tugasna teh asa nambru gtuu🥲","She/them, ini pipu alias ima"
2021-10-11 22:52:38,ck ptm,"she/her
rant
main acc dnf! 
"
2021-10-11 22:52:38,Aku mau ptm hohohohoho,
2021-10-11 22:52:29,"@convomf blm, ak ptm jam 10",mau aja disuruh
2021-10-11 22:51:51,sy mauk ptm tapi blm tdr 😰,"07’z, she/her"
2021-10-11 22:50:44,Kalian udah ptm blm??,she/her
2021-10-11 22:50:34,ternyata sy libur ptm 😻,she % her . . . 5TEEN !¡
2021-10-11 22:49:49,hari ini aku ptm untuk pertama kalinya,no cw
2021-10-11 22:48:58,@ENHYPEN_members aku ptm dulu kak 😁😁 SEMOGA LANCAR N SUKSES OK HARI INI CB 😇👍🏻,taeuniverse ☽
2021-10-11 22:48:53,"@kkuropie pagi keiii, semangat ptm nyaaa, have a nice day 2🏊🏊",hati jae
2021-10-11 22:48:46,"selamat pagiii, kalian ptm nggaa?",s/he/r — 17 
2021-10-11 22:48:45,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Indonesia
2021-10-11 22:48:13,AS ALWAYS DIKASIH SEMANGAT PAGI SEBELUM PTM YAALLAH SENENG BGT JADI JUNGWON BIASED https://t.co/hBL9E2u3fc,yjw's 🤍
2021-10-11 22:48:12,mikirin skrg pjj trus bsk ptm aja udh cape,
2021-10-11 22:48:04,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 22:47:52,"@convomf aku ptm nanti siang wkwk, jd blm mandi","    ⌲ ☁️  ⋆ tHEY/tHEM ?!  ꒷  ⋆
    baby it's fallin' eh oh
    끝의 한 방울까지 eh oh
    웃는 얼굴로 떠나보내
    손끝에 맺힌 마지막까지 모두 다
    never ever ever ever
 "
2021-10-11 22:47:51,"mager ptm, tapi harus ptm",
2021-10-11 22:47:38,"@collegemenfess untuk saat ini blm ngerasain bgt karna online waktu kuliahnya fleksibel, tp kalo udah ptm mungkin sama, hari selasa juga bcs kuliah dari jam 8 pagi-5 sore🙂",lmh house
2021-10-11 22:47:27,mls banget ptm hari ini dgbbfgfkyefyyf,"louis,leon"
2021-10-11 22:47:16,PTS di tunda tunda mulu gara gara ada ptm AKHIRNYA SELESAI JUGA HARI INI NANTIII,she/her : 07 ! 
2021-10-11 22:46:54,@jcyurisgf Tapi hari ini ptm😔,猫'⠀𝕝𝐞𝐞⠀𓈈⠀제.𝗻ɔ
2021-10-11 22:46:52,@SSUNOOXX Masih ptm kah btw semangat!!,rumah om james
2021-10-11 22:46:45,"@convomf Aku juga hari ini ptm tapi bukan pertama kali sudah dri dulu, semangat nder",
2021-10-11 22:46:24,Tapi hari ini gua PTM 🙂,in Jay's heart 🖤🎼
2021-10-11 22:45:53,"hari ini mau kerjain semua
tugas telat deadline, bentar lagi ptm😩",pbg
2021-10-11 22:45:51,sch! hari ini aku pts math doain ya nanti lancar ngerjainnya. makasi semua! oh iya semangat ya yg daring &amp; semangat juga yg hari ini ptm😻,RULES & Links 👉
2021-10-11 22:45:41,hari ini ptm hari kedua🤩,music island
2021-10-11 22:45:34,pagy dr sy yg malas ptm,kinda 🔞 | feel free to bub »
2021-10-11 22:45:27,"RT @muslimahnewscom: Rasulullah ﷺ bersabda, “Setiap kalian adalah pemimpin, dan setiap pemimpin akan dimintai pertanggungjawaban atas yang…","Bogor, Jawa Barat"
2021-10-11 22:45:27,@yjwxl_09L Masi ptm kah btw semangat!!,rumah om james
2021-10-11 22:45:21,"RT @muslimahnewscom: Bukan pula memasrahkan sepenuhnya urusan PTM dan prokes kepada kepala daerah, dinas setempat, atau satuan pendidikan s…","Bogor, Jawa Barat"
2021-10-11 22:45:18,RT @muslimahnewscom: Seharusnya negara harus benar-benar hadir memastikan terlaksananya protokol kesehatan agar PTM bisa berjalan sesuai ha…,"Bogor, Jawa Barat"
2021-10-11 22:45:14,"RT @muslimahnewscom: Namun, setelah mengevaluasi PTM yang telah berjalan, banyak sekolah yang belum siap memenuhi standardisasi protokol ke…","Bogor, Jawa Barat"
2021-10-11 22:45:10,"RT @muslimahnewscom: Kendati demikian, tetap saja menimbulkan kekhawatiran berbagai pihak. Seperti halnya Komisi Perlindungan Anak Indonesi…","Bogor, Jawa Barat"
2021-10-11 22:45:07,RT @muslimahnewscom: Pemerintah juga mengimbau agar sekolah memperketat protokol kesehatan selama PTM.,"Bogor, Jawa Barat"
2021-10-11 22:45:05,"RT @muslimahnewscom: Thread
MuslimahNews – Mendikbudristek Nadiem Makarim mengatakan, sekolah tatap muka tidak akan diberhentikan. Ia menam…","Bogor, Jawa Barat"
2021-10-11 22:45:03,@sweetsenku Ptm LANDKSNSKAN,ella/él | proshipper
2021-10-11 22:44:54,"@NEOCITYXC ptm, anw semangattt",sHE/hEr⁰⁷ ʕ´•ᴥ•`ʔ
2021-10-11 22:44:27,"@kkuropie pagii, semangatt ptm nya kei :D",she/her 
2021-10-11 22:44:11,@heestamps Mau sekolah hehe jadi agak pagian tapi udahbselesai ptm mungkin nanti pelajaran biasa,rumah om james
2021-10-11 22:43:56,ptm hdkqiwkwhskqja,
2021-10-11 22:43:45,"@convomf ptm gue cuman seminggu 2jam waktu hari senin doang,
🙂","Seoul, Republic of Korea"
2021-10-11 22:43:40,"@convomf Ptm nya besok, jdi mandi pgi nya besok.",she / her
2021-10-11 22:43:29,"UDAH PTM PULANG² CAPEK TAPI DIKASIH TUGAS PR EH SISTEM MOODLE TUGASNYA DAN ABSENSINYA JUGA TETAP JALAN WTF 
#daring #Offline","Denpasar, Bali"
2021-10-11 22:43:24,@01HEESEVNG ptm ya?,she || 07
2021-10-11 22:43:13,"@convomf jangan takut nderr, semangat ptm nyaa yaaa!😻",🧚🏽‍♀️🐱🥀 • rant
2021-10-11 22:43:05,@convomf Asikk nderr semangat yaa! aku udah lama ga ptm doain mingdep bagian aku ya! Hehheeh,
2021-10-11 22:42:56,@LukeHowlandM Ptm luke YAAA 😭 https://t.co/wjFyFK56bw,
2021-10-11 22:42:55,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 22:42:52,@JUN6KOOK97 semangat kak ayy! aku juga ptm😭,nana
2021-10-11 22:41:47,"Aku kebalikannya, aku bahagia banget kalo di rumah ARGH kenapa hari ini PTM [sulking] https://t.co/09wKXCLv9f",Philippians 4:13
2021-10-11 22:41:34,"selamat pagi dunia, hari ini aku ptm",EXO
2021-10-11 22:41:32,"sumpah anjir sakit bgt perut pms day one, manahan lagi ptm akshazusja pasti bakal lebih sakit nanti :'((",4rmy dont interact
2021-10-11 22:40:38,adit lu ptm ya JAM SEGINI UDAH APDET,pixy hollow 
2021-10-11 22:40:31,"💙 hari ini pertama kali PTM, takut banget 😔😔",
2021-10-11 22:40:08,kalau ga ptm hari ini gue mungkin masi molor sie,rant & reading
2021-10-11 22:40:03,bsok ptm,anypro dnf
2021-10-11 22:39:32,💭 aku hari ini ptm WIHIII,
2021-10-11 22:38:14,ptm atau daring moots?,sHE/hEr⁰⁷ ʕ´•ᴥ•`ʔ
2021-10-11 22:37:43,balik ptm jd radang gni w tkut kno knp,
2021-10-11 22:37:04,yg sekolah offline sbr ya:) SAMA KOK GUE JG PTM😄👍🏾,𖥻 she/her ☆ selectiveˊᯅˋ ! 
2021-10-11 22:36:29,"@jakeufan Widii rajin amat yanc, hari ini masih dsring apa ptm nih?",she / they
2021-10-11 22:36:05,@maeIbourne Woah. Semangat ptm nya ya!,saintek
2021-10-11 22:35:55,AAAAA SYA PTM😭😭,She/her
2021-10-11 22:35:41,@simpovercry Enak yah gua mau PTM 😭😭,She/her
2021-10-11 22:35:03,hari ini saya ptm cug😭,she/her 
2021-10-11 22:34:57,@cursedkidd PTM DIMAJUIN DONG ANJG,cyberantem ⁉️
2021-10-11 22:34:50,ptm tu apa??,carat only ➳♡
2021-10-11 22:34:41,"ptm, ngantuk",thaienthu
2021-10-11 22:34:35,@convomf Gajadi ptm anjg,cyberantem ⁉️
2021-10-11 22:33:58,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","DKI Jakarta, Indonesia"
2021-10-11 22:33:26,hari pertama ptm nieh😩🙏🏻,#BTS #ENHYPEN | SHE%?!THEY *ଘ(੭*ˊᵕˋ)੭* ੈ♡‧₊˚
2021-10-11 22:33:19,Hari ini aku ptm yay !,She/her
2021-10-11 22:32:57,hari ini ptm w lupa ngecharge hp,she/her
2021-10-11 22:32:38,@heestamps Sebenarnya klo g ada ptm y bisa mandi bisa gk:D,
2021-10-11 22:32:34,selamat pagiii hari ini aku ptm,she/her 
2021-10-11 22:32:30,semangatin aku PTM 🙏🙏,"she/they, selective fb. "
2021-10-11 22:32:19,@caaadoy tapi hari ini ptm,mau jadi rich aunty
2021-10-11 22:32:19,"RT @HAIKYUUFESS: *hqart by sender yg mati2N mencoba ga tidur waktu ptm dan akhirnya gambar mereka bedua
 https://t.co/X5t4qXS4k5",
2021-10-11 22:32:16,"@rqmwst Asik rajin amat waa, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:32:08,@onyourchannie tapi hari ini ptm,mau jadi rich aunty
2021-10-11 22:32:07,"@simpovercry Asik rajin amat quin, hari ini masih daring apa ptm nih?",she / they
2021-10-11 22:31:56,"Ngapa dulu gua sering gabut ya, setelah ptm ga lagi sih, tp kek gelisahnya itu masi ada",
2021-10-11 22:31:43,besok ptm ya allah takuttttt,
2021-10-11 22:31:41,@heestamps belum ptm ini masih daring 👍🏻,she/her
2021-10-11 22:31:23,"@heestamps ptm, tapi sesi 2 nanti agak siangan",she/her
2021-10-11 22:31:23,Gara” ptm gue haruss mandi sepagii inii😫😫😫😫😫😫,She/her
2021-10-11 22:31:18,cheating aku hari ini mau ikut bdr WKWKWKWK seharusnya ptm👍🏻 mama bilang gapapa gimana km aja cenah🥰,teamoureu smolsunoo
2021-10-11 22:31:07,potret ptm bsk 😄 https://t.co/utKwQWN4VO,Yogyakarta
2021-10-11 22:31:04,@convomf Jam 4.30 gua kalau PTM udah mandi nder 😁👍,they / she
2021-10-11 22:30:51,@heestamps hari ini ptm,
2021-10-11 22:30:36,@asytlxxx_ ptm mkanya rajin😔,she / her 
2021-10-11 22:30:30,@hoonieeyo Masih daring apa ptm ra?,she / they
2021-10-11 22:30:30,"@nnrutojk HAHA GPP AKU KLO DARING JG GTU, INI PTM AJA MAKANYA RAJIN🏃🏻‍♀️",5TEEN 
2021-10-11 22:30:19,@jjungWonyg Dip masih daring apa ptm?,she / they
2021-10-11 22:30:09,@01HEESEVNG Daring apa ptm rie hari ini?,she / they
2021-10-11 22:30:07,baru inget hari ini ptm cug,
2021-10-11 22:30:03,halo hari ini ptm,nadin
2021-10-11 22:29:58,@convomf Belomm nder gua PTM ntar jam setengah 2 siang,
2021-10-11 22:29:57,@heejayye Ptm apa daring cik hari ini?,she / they
2021-10-11 22:29:48,@lovingpshh Ptm apa daring chel hari ini?,she / they
2021-10-11 22:29:40,@ihuggedjay Ptm apa daring je hari ini?,she / they
2021-10-11 22:29:38,"@convomf Belum shiftnya ptm sihhh, tapi bakal udah",she/him
2021-10-11 22:29:36,@convomf Ptm tuh apa?,"Cybertwt, GA Hunter 🍀"
2021-10-11 22:29:24,"kek kenapa diantara banyak nya jadwal ptm, jadwal gue harus hari ini 😇😇",rcbyf
2021-10-11 22:29:18,@convomf gak ptm,anypro dnf
2021-10-11 22:29:07,"RT @FKadrun: *KASASI JAKSA DITOLAK MA ‼️*

https://t.co/avVhUDH2Yu

*JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tidak ajukan Kasasi.*…",Jakarta-Selatan
2021-10-11 22:28:55,@halshnur tapi ntar mau ptm,mau jadi rich aunty
2021-10-11 22:28:54,Hari ini na pertama kali masuk sekolah alias PTM 😭,Bangtan World 
2021-10-11 22:28:52,Ptm uno para hype ya de yaaaa,@MedinaHillo @MariannaPaka 💕
2021-10-11 22:28:47,"@convomfs sebelum ptm gw jarang mandi karna ke sekolah nya cuma 2x seminggu, air juga dingin",rant
2021-10-11 22:28:46,@satufnurc ptm sih mkanya rajin😔,she / her 
2021-10-11 22:28:43,💙 jam segini km uda mandi blm buat ptm,
2021-10-11 22:27:42,@ssunoookim gwe hari nie ptm😩🏃‍♂️,SHE/HER | read carrd byf !
2021-10-11 22:26:57,"RT @ebonbntstr: @CNNIndonesia Ya mulai digelar lapak gelombang 3 nya... Sales media, sales nakes mulai jual gelombang 3 jualan klaster dari…","Sidoarjo, Indonesia"
2021-10-11 22:26:45,Akhirnya hari ini PTM,03L.she/her
2021-10-11 22:24:37,Maaf udah jarang jbjb sma on twt:(( lagi ptm jadi jarang buka hp,she/her
2021-10-11 22:24:09,Hari ini ptm :),caratland | read my carrd byf 
2021-10-11 22:23:54,gue hari ini ptm, selective. || she/her
2021-10-11 22:23:17,@yysjrnx Mandii kan katanya mau ptm,
2021-10-11 22:22:36,"gue ptm sehari doang anjir, mulai hari ini latihan pagi terus:) mau marah tapi gimana yaa, badan gue sakit semua:)",
2021-10-11 22:20:53,morning ol hari ini aku ptm,
2021-10-11 22:20:53,"@bertanyarl MANGATSEE NDERR, AKU KMRN JUGA TAKUT BANGET SMPE MAU STRESS TP GAJADI. PTM ASIK JUGA KOK NDERR, JANGAN TAKUT YAW🤩",
2021-10-11 22:20:28,kaga ada sedep sedepnya ptm ketemu guru geo mulu,exo
2021-10-11 22:19:45,"yg udah ptm, kalian dibolehin keluar kelas ga pas istirahat?",
2021-10-11 22:18:24,"RT @HAIKYUUFESS: *hqart by sender yg mati2N mencoba ga tidur waktu ptm dan akhirnya gambar mereka bedua
 https://t.co/X5t4qXS4k5",E-X-O + gepeng Supremacy. 🔞
2021-10-11 22:17:56,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 https://t.co/yVuuFPmAj4,"Yogyakarta, Indonesia"
2021-10-11 22:17:10,hari ini ptm tp masih ngantuk aksggagsgs,
2021-10-11 22:14:56,@heebb_s4 KAKSNWMWLW PTM QUE GOALS,she/her || enhypen = home
2021-10-11 22:14:01,"@peachylsm semangatt kyraa, seru tau ptm tu🙂",ꜱʜᴇ/ʜᴇʀ
2021-10-11 22:13:49,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","Jakarta Utara, DKI Jakarta"
2021-10-11 22:12:59,"Jadwal PTM hari ini masuk pagi....
Selamat pagiiiii...",
2021-10-11 22:12:37,ningning* ptm,ella ! she ! her ~ #🚷⚠️TE𝗔M
2021-10-11 22:12:05,"@dolphibn iya, cila hari ini ptm mom😔",SHE/HER!
2021-10-11 22:11:49,"Senin - 11 Oktober 2021
Kemarin aku capek banget gara² ptm sesi siang, banyak todo list yang ga kelaksana alhasil ketunda. Mau up ini tapi udah keburu ngantuk. 
- Nyelesaiin tugas doang jadinya ( B jawa sama Mat minat) 
#10DaysMarsiajarChallenge https://t.co/sjqJgdHwf7",zona ambis
2021-10-11 22:11:47,@akubisasemangat kereenn !! semangat ptm nya,
2021-10-11 22:11:37,@geral_ptm de nara uwu ala orden pal desordenn,
2021-10-11 22:11:34,semangat ptm hari kedua,giveaway hunter
2021-10-11 22:11:16,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 22:10:21,hari ini gue mau ptm yang pertama kalinya guys,she/her | 15 | free to bub
2021-10-11 22:08:18,"ya Allah pengen tidur lagi, tapi nanti jam 7 ptm..",FA — SHE/HER 
2021-10-11 22:07:42,hari ini w ptm. mau mandi dlu bye👋,INFP-T
2021-10-11 22:05:45,OMG HARI INI GUE PTM :),tks
2021-10-11 22:05:35,"@bertanyarl semangat nderr,aku juga skrng ptm nder😁",doy
2021-10-11 22:05:22,Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19 Jokowi Membangun Negeri https://t.co/Kf8F576qpt,"Yogyakarta, Indonesia"
2021-10-11 22:02:39,HALO SEMUA AKU HARI INI PTM UDKELSODKDLSLWO SEMANGAT SEMANGAT SEMUAAAA https://t.co/Heg0VULHYB,don't you dare follow me🙁🖕🏻
2021-10-11 22:01:03,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 22:00:00,"Tanyarl gais hari ini aku ada ptm, rada takut karna terbiasa online 😔",Indonesia
2021-10-11 21:58:04,hri ini ptm .. ga siap 😔,★ in neocity ! 
2021-10-11 21:56:42,Malesnya hari ini gue ptm sama foto ijazah huft,any pro - homophobic dnf
2021-10-11 21:54:58,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…","ÜT: 3.604632,98.630278"
2021-10-11 21:53:11,hari ini PTM sksk,indonesia
2021-10-11 21:52:13,"Halo pagi, sy ptm lagi π_π doakan semoga tidak terkunci (lagi)",(she/her) tbak ndri linenya
2021-10-11 21:51:45,"@schfess aku perhari dibagi 2 shift, pas shift 1 ptm shift 2 daring trs pas siangnya shift 2 ptm shift 1 daring. kek disekolah cmn 2 jam trs balik ke rumah trs lanjut daring... capek bgt😭👎🏻",1430
2021-10-11 21:47:11,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",Indonesia
2021-10-11 21:38:47,@INMYWALLS94 asudj ptm SABES Q SAME,cafa
2021-10-11 21:30:50,"RT @niarunika: 111021 | 🕊
hari ini dengan tugas seni, les mat, sama catatan pjok, BESOK JUGA PTM LAGI HSKDJDDJ 😷 rest well all, you did ver…",she/her
2021-10-11 21:28:00,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 21:26:05,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
2021-10-11 21:25:13,ok sip ga bisa tidur lagi semoga nanti ptm ga ketiduran 🙏,127's
2021-10-11 21:19:10,gws gw nnti ptm dan ngga tidur samsek,she/her◝ 04's ◜
2021-10-11 21:18:12,Yeay nanti ptm,Indonesia
2021-10-11 21:16:14,@pamelaaquinot KKMMKKKKKK PTM,"Santa Rosa, Brasil"
2021-10-11 21:13:53,"RT @FKadrun: *KASASI JAKSA DITOLAK MA ‼️*

https://t.co/avVhUDH2Yu

*JPU yg ajukan Kasasi dlm Kasus PTM, sdg IB-HRS tidak ajukan Kasasi.*…","Surabaya, East Java"
2021-10-11 21:12:57,"pagii, hari ini ptm 😬",she/her | last year of jhs
2021-10-11 21:12:47,"RT @HAIKYUUFESS: *hqart by sender yg mati2N mencoba ga tidur waktu ptm dan akhirnya gambar mereka bedua
 https://t.co/X5t4qXS4k5",
2021-10-11 21:12:16,"yu bisa yu tidur ly, 3 jam lg ptm gws",CA – she/they
2021-10-11 21:02:29,"RT @QaillaAsyiqah: JPU yg ajukan Kasasi dlm Kasus PTM, sedang IB-HRS tdk ajukan Kasasi | Berita (detik) diplintir seolah IB-HRS yg ajukan K…",
